QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,Product_SK,PRODUCTCODE,Customer_SK,COUNTRY,DEALSIZE
26,63.43,5,1649.18,Shipped,4,11,2004,Classic Cars,71,1411,S18_4933,1411,France,Small
44,85.25,9,3751,Resolved,1,1,2005,Classic Cars,71,1412,S18_4933,1412,USA,Medium
24,100,2,4536,Shipped,1,2,2005,Classic Cars,71,1413,S18_4933,1413,Spain,Medium
66,66.99,4,4421.34,On Hold,2,4,2005,Classic Cars,71,1414,S18_4933,1414,USA,Medium
36,57.73,7,2078.28,In Process,2,5,2005,Classic Cars,71,1415,S18_4933,1415,Australia,Small
36,85.25,13,3069,Shipped,1,3,2003,Classic Cars,73,1416,S24_1046,1416,UK,Medium
22,77.9,12,1713.8,Shipped,2,5,2003,Classic Cars,73,1417,S24_1046,1417,USA,Small
25,60.26,6,1506.5,Shipped,3,9,2003,Classic Cars,73,1418,S24_1046,1418,Australia,Small
37,72.76,5,2692.12,Shipped,4,10,2003,Classic Cars,73,1419,S24_1046,1419,Denmark,Small
32,75.69,3,2422.08,Shipped,4,11,2003,Classic Cars,73,1420,S24_1046,1420,USA,Small
47,74.22,16,3488.34,Shipped,4,11,2003,Classic Cars,73,1421,S24_1046,1421,USA,Medium
37,69.82,4,2583.34,Shipped,4,11,2003,Classic Cars,73,1422,S24_1046,1422,USA,Small
20,62.47,10,1249.4,Shipped,4,12,2003,Classic Cars,73,1423,S24_1046,1423,USA,Small
41,82.31,3,3374.71,Shipped,1,1,2004,Classic Cars,73,1424,S24_1046,1424,Spain,Medium
21,60.26,1,1265.46,Shipped,1,2,2004,Classic Cars,73,1425,S24_1046,1425,USA,Small
22,76.43,8,1681.46,Shipped,2,4,2004,Classic Cars,73,1426,S24_1046,1426,France,Small
40,80.1,5,3204,Shipped,3,7,2004,Classic Cars,73,1427,S24_1046,1427,USA,Medium
32,74.96,5,2398.72,Shipped,3,8,2004,Classic Cars,73,1428,S24_1046,1428,Spain,Small
36,66.14,11,2381.04,Shipped,3,9,2004,Classic Cars,73,1429,S24_1046,1429,Singapore,Small
27,72.02,1,1944.54,Shipped,4,10,2003,Classic Cars,73,1430,S24_1046,1430,Norway,Small
26,87.45,6,2273.7,Shipped,4,10,2004,Classic Cars,73,1431,S24_1046,1431,Spain,Small
30,70.55,3,2116.5,Shipped,4,11,2004,Classic Cars,73,1432,S24_1046,1432,USA,Small
23,56.84,4,1307.32,Shipped,4,11,2004,Classic Cars,73,1433,S24_1046,1433,UK,Small
29,59.53,7,1726.37,Shipped,4,11,2004,Classic Cars,73,1434,S24_1046,1434,France,Small
21,60.37,10,1267.77,Resolved,1,1,2005,Classic Cars,73,1435,S24_1046,1435,USA,Small
34,100,3,3441.82,Shipped,1,2,2005,Classic Cars,73,1436,S24_1046,1436,Spain,Medium
26,76.43,8,1987.18,On Hold,2,4,2005,Classic Cars,73,1437,S24_1046,1437,USA,Small
60,64.67,11,3880.2,In Process,2,5,2005,Classic Cars,73,1438,S24_1046,1438,Australia,Medium
35,55.49,6,1942.15,Shipped,1,1,2003,Classic Cars,57,1439,S24_1444,1439,Spain,Small
47,69.36,2,3259.92,Shipped,2,4,2003,Classic Cars,57,1440,S24_1444,1440,USA,Medium
20,60.69,8,1213.8,Shipped,2,6,2003,Classic Cars,57,1441,S24_1444,1441,USA,Small
20,54.33,2,1086.6,Shipped,3,8,2003,Classic Cars,57,1442,S24_1444,1442,Finland,Small
25,65.31,4,1632.75,Shipped,3,9,2003,Classic Cars,57,1443,S24_1444,1443,Australia,Small
25,69.36,9,1734,Shipped,4,10,2003,Classic Cars,57,1444,S24_1444,1444,Singapore,Small
27,68.78,8,1857.06,Shipped,4,11,2003,Classic Cars,57,1445,S24_1444,1445,Italy,Small
31,60.11,3,1863.41,Shipped,4,11,2003,Classic Cars,57,1446,S24_1444,1446,Spain,Small
44,66.47,3,2924.68,Shipped,4,11,2003,Classic Cars,57,1447,S24_1444,1447,USA,Small
49,46.82,4,2294.18,Shipped,4,12,2003,Classic Cars,57,1448,S24_1444,1448,USA,Small
26,56.07,8,1457.82,Shipped,1,2,2004,Classic Cars,57,1449,S24_1444,1449,Ireland,Small
36,54.33,6,1955.88,Shipped,1,3,2004,Classic Cars,57,1450,S24_1444,1450,Germany,Small
44,52.6,2,2314.4,Shipped,2,5,2004,Classic Cars,57,1451,S24_1444,1451,Spain,Small
28,46.82,1,1310.96,Shipped,2,6,2004,Classic Cars,57,1452,S24_1444,1452,Singapore,Small
45,64.74,2,2913.3,Shipped,3,7,2004,Classic Cars,57,1453,S24_1444,1453,USA,Small
29,46.82,11,1357.78,Shipped,3,8,2004,Classic Cars,57,1454,S24_1444,1454,USA,Small
40,53.75,5,2150,Shipped,3,9,2004,Classic Cars,57,1455,S24_1444,1455,USA,Small
45,61.85,2,2783.25,Shipped,4,10,2004,Classic Cars,57,1456,S24_1444,1456,USA,Small
44,53.18,11,2339.92,Shipped,4,10,2004,Classic Cars,57,1457,S24_1444,1457,Denmark,Small
25,69.16,14,1729,Shipped,4,11,2004,Classic Cars,57,1458,S24_1444,1458,USA,Small
45,100,4,5972.4,Shipped,4,11,2004,Classic Cars,57,1459,S24_1444,1459,France,Medium
48,47.4,4,2275.2,Shipped,4,12,2004,Classic Cars,57,1460,S24_1444,1460,USA,Small
44,60.76,14,2673.44,Shipped,4,12,2004,Classic Cars,57,1461,S24_1444,1461,Spain,Small
25,97.27,12,2431.75,Shipped,1,1,2005,Classic Cars,57,1462,S24_1444,1462,USA,Small
22,91.76,2,2018.72,Shipped,1,2,2005,Classic Cars,57,1463,S24_1444,1463,Spain,Small
31,50.29,2,1558.99,Shipped,1,3,2005,Classic Cars,57,1464,S24_1444,1464,Spain,Small
21,52.6,2,1104.6,Shipped,2,5,2005,Classic Cars,57,1465,S24_1444,1465,Spain,Small
55,46.82,1,2575.1,In Process,2,5,2005,Classic Cars,57,1466,S24_1444,1466,France,Small
25,100,3,2845.75,Shipped,1,2,2003,Motorcycles,112,1467,S24_1578,1467,USA,Small
35,98.05,1,3431.75,Shipped,2,4,2003,Motorcycles,112,1468,S24_1578,1468,Australia,Medium
35,93.54,3,3273.9,Shipped,3,7,2003,Motorcycles,112,1469,S24_1578,1469,France,Medium
43,95.8,7,4119.4,Shipped,3,8,2003,Motorcycles,112,1470,S24_1578,1470,USA,Medium
44,100,15,5355.68,Shipped,4,10,2003,Motorcycles,112,1471,S24_1578,1471,USA,Medium
50,100,2,5747.5,Shipped,4,10,2003,Motorcycles,112,1472,S24_1578,1472,USA,Medium
48,100,10,5355.36,Shipped,4,11,2003,Motorcycles,112,1473,S24_1578,1473,France,Medium
25,100,2,2535.75,Shipped,4,11,2003,Motorcycles,112,1474,S24_1578,1474,Norway,Small
39,100,3,4351.23,Shipped,4,12,2003,Motorcycles,112,1475,S24_1578,1475,USA,Medium
25,90.16,15,2254,Shipped,1,1,2004,Motorcycles,112,1476,S24_1578,1476,France,Small
32,91.29,2,2921.28,Shipped,1,2,2004,Motorcycles,112,1477,S24_1578,1477,Australia,Small
20,100,8,2299,Shipped,2,4,2004,Motorcycles,112,1478,S24_1578,1478,USA,Small
26,100,3,2637.18,Shipped,2,5,2004,Motorcycles,112,1479,S24_1578,1479,USA,Small
42,100,3,4307.52,Shipped,2,6,2004,Motorcycles,112,1480,S24_1578,1480,USA,Medium
21,100,2,2153.76,Shipped,3,7,2004,Motorcycles,112,1481,S24_1578,1481,France,Small
34,100,7,3716.88,Shipped,3,8,2004,Motorcycles,112,1482,S24_1578,1482,USA,Medium
47,100,10,5455.76,Shipped,3,9,2004,Motorcycles,112,1483,S24_1578,1483,Finland,Medium
21,100,6,2650.62,Shipped,4,10,2004,Motorcycles,112,1484,S24_1578,1484,Norway,Small
48,100,2,6437.28,Shipped,4,11,2004,Motorcycles,112,1485,S24_1578,1485,USA,Medium
30,87.78,7,2633.4,Shipped,4,11,2004,Motorcycles,112,1486,S24_1578,1486,USA,Small
27,84.39,10,2278.53,Shipped,4,11,2004,Motorcycles,112,1487,S24_1578,1487,Japan,Small
50,96.92,2,4846,Shipped,1,1,2005,Motorcycles,112,1488,S24_1578,1488,USA,Medium
38,100,6,4197.1,Shipped,1,2,2005,Motorcycles,112,1489,S24_1578,1489,Australia,Medium
45,100,1,4597.65,Shipped,1,3,2005,Motorcycles,112,1490,S24_1578,1490,Sweden,Medium
46,100,8,5287.7,Shipped,2,4,2005,Motorcycles,112,1491,S24_1578,1491,UK,Medium
35,100,3,3550.05,Disputed,2,5,2005,Motorcycles,112,1492,S24_1578,1492,Spain,Medium
29,59.37,15,1721.73,Shipped,1,3,2003,Classic Cars,50,1493,S24_1628,1493,UK,Small
50,59.87,1,2993.5,Shipped,2,5,2003,Classic Cars,50,1494,S24_1628,1494,France,Small
26,49.81,1,1295.06,Shipped,3,7,2003,Classic Cars,50,1495,S24_1628,1495,France,Small
47,56.85,8,2671.95,Shipped,3,9,2003,Classic Cars,50,1496,S24_1628,1496,Australia,Small
23,53.33,7,1226.59,Shipped,4,10,2003,Classic Cars,50,1497,S24_1628,1497,Denmark,Small
34,42.76,5,1453.84,Shipped,4,11,2003,Classic Cars,50,1498,S24_1628,1498,USA,Small
34,53.83,1,1830.22,Shipped,4,11,2003,Classic Cars,50,1499,S24_1628,1499,Norway,Small
47,53.83,6,2530.01,Shipped,4,11,2003,Classic Cars,50,1500,S24_1628,1500,USA,Small
45,49.81,12,2241.45,Shipped,4,12,2003,Classic Cars,50,1501,S24_1628,1501,USA,Small
45,53.33,5,2399.85,Shipped,1,1,2004,Classic Cars,50,1502,S24_1628,1502,Spain,Small
36,43.27,3,1557.72,Shipped,1,2,2004,Classic Cars,50,1503,S24_1628,1503,USA,Small
21,40.25,10,845.25,Shipped,2,4,2004,Classic Cars,50,1504,S24_1628,1504,France,Small
28,48.3,1,1352.4,Shipped,3,7,2004,Classic Cars,50,1505,S24_1628,1505,Italy,Small
35,45.28,1,1584.8,Shipped,3,8,2004,Classic Cars,50,1506,S24_1628,1506,USA,Small
50,52.32,13,2616,Shipped,3,9,2004,Classic Cars,50,1507,S24_1628,1507,Singapore,Small
22,51.32,3,1129.04,Shipped,4,10,2003,Classic Cars,50,1508,S24_1628,1508,Norway,Small
45,49.3,8,2218.5,Shipped,4,10,2004,Classic Cars,50,1509,S24_1628,1509,Spain,Small
48,42.26,5,2028.48,Shipped,4,11,2004,Classic Cars,50,1510,S24_1628,1510,USA,Small
20,87.96,5,1759.2,Shipped,4,11,2004,Classic Cars,50,1511,S24_1628,1511,UK,Small
27,36.21,6,977.67,Shipped,4,11,2004,Classic Cars,50,1512,S24_1628,1512,France,Small
38,38.5,11,1463,Resolved,1,1,2005,Classic Cars,50,1513,S24_1628,1513,USA,Small
32,100,3,3970.56,Shipped,1,2,2005,Classic Cars,50,1514,S24_1628,1514,Spain,Medium
64,40.25,10,2576,On Hold,2,4,2005,Classic Cars,50,1515,S24_1628,1515,USA,Small
37,60.37,13,2233.69,In Process,2,5,2005,Classic Cars,50,1516,S24_1628,1516,Australia,Small
28,88.63,4,2481.64,Shipped,1,2,2003,Planes,109,1517,S24_1785,1517,Italy,Small
39,100,10,4651.53,Shipped,2,4,2003,Planes,109,1518,S24_1785,1518,Australia,Medium
41,94.1,5,3858.1,Shipped,2,6,2003,Planes,109,1519,S24_1785,1519,Spain,Medium
40,87.54,16,3501.6,Shipped,3,8,2003,Planes,109,1520,S24_1785,1520,USA,Medium
49,100,11,6433.7,Shipped,4,10,2003,Planes,109,1521,S24_1785,1521,USA,Medium
27,98.48,9,2658.96,Shipped,1,1,2004,Planes,109,1522,S24_1785,1522,Japan,Small
34,100,11,3608.76,Shipped,1,2,2004,Planes,109,1523,S24_1785,1523,Australia,Medium
23,96.29,5,2214.67,Shipped,2,4,2004,Planes,109,1524,S24_1785,1524,Canada,Small
31,88.63,6,2747.53,Shipped,2,5,2004,Planes,109,1525,S24_1785,1525,USA,Small
34,97.38,1,3310.92,Cancelled,2,6,2004,Planes,109,1526,S24_1785,1526,Spain,Medium
25,95.2,11,2380,Shipped,3,7,2004,Planes,109,1527,S24_1785,1527,France,Small
22,100,3,2310.88,Shipped,3,8,2004,Planes,109,1528,S24_1785,1528,Norway,Small
32,100,6,4061.76,Shipped,3,9,2004,Planes,109,1529,S24_1785,1529,Ireland,Medium
31,100,9,3493.7,Shipped,4,10,2004,Planes,109,1530,S24_1785,1530,USA,Medium
25,100,1,2872.25,Shipped,4,11,2004,Planes,109,1531,S24_1785,1531,UK,Small
47,87.54,14,4114.38,Shipped,4,11,2004,Planes,109,1532,S24_1785,1532,Italy,Medium
21,50.65,7,1063.65,Shipped,4,11,2004,Planes,109,1533,S24_1785,1533,Japan,Small
28,71.73,2,2008.44,Shipped,4,12,2004,Planes,109,1534,S24_1785,1534,USA,Small
46,94.1,3,4328.6,Shipped,1,2,2005,Planes,109,1535,S24_1785,1535,Australia,Medium
33,41.71,11,1376.43,Resolved,1,3,2005,Planes,109,1536,S24_1785,1536,Spain,Small
43,100,16,5552.16,Shipped,1,3,2005,Planes,109,1537,S24_1785,1537,France,Medium
38,96.29,5,3659.02,On Hold,2,4,2005,Planes,109,1538,S24_1785,1538,USA,Medium
47,88.63,6,4165.61,Shipped,2,5,2005,Planes,109,1539,S24_1785,1539,Italy,Medium
45,31.2,3,1404,Shipped,1,1,2003,Vintage Cars,33,1540,S24_1937,1540,Germany,Small
20,35.51,3,710.2,Shipped,1,3,2003,Vintage Cars,33,1541,S24_1937,1541,UK,Small
45,37.84,2,1702.8,Shipped,2,5,2003,Vintage Cars,33,1542,S24_1937,1542,USA,Small
36,33.19,7,1194.84,Shipped,3,9,2003,Vintage Cars,33,1543,S24_1937,1543,USA,Small
37,27.22,5,1007.14,Shipped,4,10,2003,Vintage Cars,33,1544,S24_1937,1544,USA,Small
31,31.53,9,977.43,Shipped,4,11,2003,Vintage Cars,33,1545,S24_1937,1545,Italy,Small
39,36.84,6,1436.76,Shipped,4,11,2003,Vintage Cars,33,1546,S24_1937,1546,USA,Small
26,29.21,10,759.46,Shipped,4,11,2003,Vintage Cars,33,1547,S24_1937,1547,Australia,Small
32,37.17,5,1189.44,Shipped,4,12,2003,Vintage Cars,33,1548,S24_1937,1548,Spain,Small
20,34.19,3,683.8,Shipped,1,1,2004,Vintage Cars,33,1549,S24_1937,1549,Spain,Small
42,29.21,6,1226.82,Shipped,1,3,2004,Vintage Cars,33,1550,S24_1937,1550,France,Small
33,29.54,1,974.82,Shipped,2,4,2004,Vintage Cars,33,1551,S24_1937,1551,USA,Small
20,28.88,12,577.6,Shipped,3,8,2004,Vintage Cars,33,1552,S24_1937,1552,Italy,Small
29,38.17,1,1106.93,Shipped,3,9,2004,Vintage Cars,33,1553,S24_1937,1553,Singapore,Small
23,30.2,16,694.6,Shipped,4,10,2004,Vintage Cars,33,1554,S24_1937,1554,France,Small
39,29.54,13,1152.06,Shipped,4,10,2004,Vintage Cars,33,1555,S24_1937,1555,USA,Small
20,100,3,2624,Shipped,4,11,2004,Vintage Cars,33,1556,S24_1937,1556,USA,Small
45,81.91,6,3685.95,Shipped,4,11,2004,Vintage Cars,33,1557,S24_1937,1557,UK,Medium
20,35.18,6,703.6,Shipped,4,11,2004,Vintage Cars,33,1558,S24_1937,1558,France,Small
48,100,5,9720,Shipped,4,12,2004,Vintage Cars,33,1559,S24_1937,1559,France,Large
23,36.29,13,834.67,Resolved,1,1,2005,Vintage Cars,33,1560,S24_1937,1560,USA,Small
32,70.56,4,2257.92,Shipped,1,2,2005,Vintage Cars,33,1561,S24_1937,1561,Spain,Small
33,100,8,8344.71,Shipped,1,3,2005,Vintage Cars,33,1562,S24_1937,1562,Australia,Large
61,29.54,1,1801.94,Shipped,2,4,2005,Vintage Cars,33,1563,S24_1937,1563,Singapore,Small
45,26.88,1,1209.6,In Process,2,5,2005,Vintage Cars,33,1564,S24_1937,1564,Australia,Small
38,83.03,7,3155.14,Shipped,1,2,2003,Motorcycles,76,1565,S24_2000,1565,USA,Medium
34,83.79,5,2848.86,Shipped,2,4,2003,Motorcycles,76,1566,S24_2000,1566,Australia,Small
43,83.03,7,3570.29,Shipped,3,7,2003,Motorcycles,76,1567,S24_2000,1567,France,Medium
47,83.03,11,3902.41,Shipped,3,8,2003,Motorcycles,76,1568,S24_2000,1568,USA,Medium
22,67.03,1,1474.66,Shipped,4,10,2003,Motorcycles,76,1569,S24_2000,1569,Norway,Small
29,75.41,6,2186.89,Shipped,4,10,2003,Motorcycles,76,1570,S24_2000,1570,USA,Small
28,68.55,14,1919.4,Shipped,4,11,2003,Motorcycles,76,1571,S24_2000,1571,France,Small
40,91.4,6,3656,Shipped,4,11,2003,Motorcycles,76,1572,S24_2000,1572,Norway,Medium
25,73.88,7,1847,Shipped,4,12,2003,Motorcycles,76,1573,S24_2000,1573,USA,Small
30,61.7,4,1851,Shipped,1,1,2004,Motorcycles,76,1574,S24_2000,1574,Japan,Small
38,69.31,6,2633.78,Shipped,1,2,2004,Motorcycles,76,1575,S24_2000,1575,Australia,Small
36,87.6,3,3153.6,Shipped,2,4,2004,Motorcycles,76,1576,S24_2000,1576,USA,Medium
32,87.6,1,2803.2,Shipped,2,5,2004,Motorcycles,76,1577,S24_2000,1577,USA,Small
37,62.46,7,2311.02,Shipped,2,6,2004,Motorcycles,76,1578,S24_2000,1578,USA,Small
30,79.98,6,2399.4,Shipped,3,7,2004,Motorcycles,76,1579,S24_2000,1579,France,Small
39,70.08,11,2733.12,Shipped,3,8,2004,Motorcycles,76,1580,S24_2000,1580,USA,Small
32,65.51,1,2096.32,Shipped,3,9,2004,Motorcycles,76,1581,S24_2000,1581,Ireland,Small
47,63.22,4,2971.34,Shipped,4,10,2004,Motorcycles,76,1582,S24_2000,1582,USA,Small
26,86.83,6,2257.58,Shipped,4,11,2004,Motorcycles,76,1583,S24_2000,1583,USA,Small
37,94.43,4,3493.91,Shipped,4,11,2004,Motorcycles,76,1584,S24_2000,1584,USA,Medium
55,79.98,8,4398.9,Shipped,4,11,2004,Motorcycles,76,1585,S24_2000,1585,Spain,Medium
21,100,8,3595.62,Shipped,1,1,2005,Motorcycles,76,1586,S24_2000,1586,Finland,Medium
23,100,9,2443.29,Shipped,1,2,2005,Motorcycles,76,1587,S24_2000,1587,France,Small
49,81.4,2,3988.6,Shipped,1,3,2005,Motorcycles,76,1588,S24_2000,1588,Sweden,Medium
59,87.6,3,5168.4,Shipped,2,4,2005,Motorcycles,76,1589,S24_2000,1589,France,Medium
32,87.6,1,2803.2,Shipped,2,5,2005,Motorcycles,76,1590,S24_2000,1590,Italy,Small
43,100,9,6341.21,Shipped,1,2,2003,Ships,122,1591,S24_2011,1591,Denmark,Medium
41,100,3,5189.78,Shipped,2,4,2003,Ships,122,1592,S24_2011,1592,Singapore,Medium
45,100,9,6027.75,Shipped,2,6,2003,Ships,122,1593,S24_2011,1593,UK,Medium
33,100,6,3366,Shipped,3,8,2003,Ships,122,1594,S24_2011,1594,USA,Medium
40,100,5,5456.4,Shipped,3,9,2003,Ships,122,1595,S24_2011,1595,Spain,Medium
33,100,16,3812.16,Cancelled,4,10,2003,Ships,122,1596,S24_2011,1596,Sweden,Medium
50,100,7,6083,Shipped,4,11,2003,Ships,122,1597,S24_2011,1597,Spain,Medium
30,100,7,3170.7,Shipped,4,11,2003,Ships,122,1598,S24_2011,1598,USA,Medium
41,100,13,4534.6,Shipped,4,11,2003,Ships,122,1599,S24_2011,1599,Spain,Medium
35,100,7,4301.15,Shipped,1,1,2004,Ships,122,1600,S24_2011,1600,France,Medium
49,100,1,6804.63,Shipped,1,2,2004,Ships,122,1601,S24_2011,1601,Belgium,Medium
46,100,4,5652.94,Shipped,1,3,2004,Ships,122,1602,S24_2011,1602,UK,Medium
48,100,10,6960.48,Cancelled,2,5,2004,Ships,122,1603,S24_2011,1603,USA,Medium
36,100,8,4512.6,Shipped,2,6,2004,Ships,122,1604,S24_2011,1604,Canada,Medium
22,100,11,2784.76,Shipped,3,7,2004,Ships,122,1605,S24_2011,1605,Belgium,Small
42,100,13,5316.36,Shipped,3,8,2004,Ships,122,1606,S24_2011,1606,Canada,Medium
21,100,2,2941.89,Shipped,3,9,2004,Ships,122,1607,S24_2011,1607,Italy,Small
29,100,7,3207.4,Shipped,4,10,2004,Ships,122,1608,S24_2011,1608,UK,Medium
35,100,6,4215.05,Shipped,4,10,2004,Ships,122,1609,S24_2011,1609,France,Medium
41,100,4,4333.29,Shipped,4,11,2004,Ships,122,1610,S24_2011,1610,Sweden,Medium
29,71.97,4,2087.13,Shipped,4,11,2004,Ships,122,1611,S24_2011,1611,USA,Small
34,50.33,7,1711.22,Shipped,4,12,2004,Ships,122,1612,S24_2011,1612,Spain,Small
37,100,8,3910.53,Shipped,1,1,2005,Ships,122,1613,S24_2011,1613,Japan,Medium
28,80.54,3,2255.12,Shipped,1,2,2005,Ships,122,1614,S24_2011,1614,USA,Small
49,100,6,5720.75,Shipped,1,3,2005,Ships,122,1615,S24_2011,1615,USA,Medium
23,100,10,3335.23,On Hold,2,5,2005,Ships,122,1616,S24_2011,1616,USA,Medium
46,53.76,2,2472.96,Shipped,1,1,2003,Vintage Cars,44,1617,S24_2022,1617,Germany,Small
39,44.35,2,1729.65,Shipped,1,3,2003,Vintage Cars,44,1618,S24_2022,1618,UK,Small
22,45.25,1,995.5,Shipped,2,5,2003,Vintage Cars,44,1619,S24_2022,1619,USA,Small
49,49.28,6,2414.72,Shipped,3,9,2003,Vintage Cars,44,1620,S24_2022,1620,USA,Small
43,36.29,4,1560.47,Shipped,4,10,2003,Vintage Cars,44,1621,S24_2022,1621,USA,Small
27,41.22,8,1112.94,Shipped,4,11,2003,Vintage Cars,44,1622,S24_2022,1622,Italy,Small
31,36.74,5,1138.94,Shipped,4,11,2003,Vintage Cars,44,1623,S24_2022,1623,USA,Small
20,50.62,9,1012.4,Shipped,4,11,2003,Vintage Cars,44,1624,S24_2022,1624,Australia,Small
24,38.08,4,913.92,Shipped,4,12,2003,Vintage Cars,44,1625,S24_2022,1625,Spain,Small
49,47.94,2,2349.06,Shipped,1,1,2004,Vintage Cars,44,1626,S24_2022,1626,Spain,Small
24,48.38,5,1161.12,Shipped,1,3,2004,Vintage Cars,44,1627,S24_2022,1627,France,Small
39,45.25,9,1764.75,Shipped,2,4,2004,Vintage Cars,44,1628,S24_2022,1628,Spain,Small
37,45.7,2,1690.9,Shipped,2,6,2004,Vintage Cars,44,1629,S24_2022,1629,France,Small
45,47.49,11,2137.05,Shipped,3,8,2004,Vintage Cars,44,1630,S24_2022,1630,Italy,Small
45,48.38,4,2177.1,Shipped,3,9,2004,Vintage Cars,44,1631,S24_2022,1631,Norway,Small
44,39.42,15,1734.48,Shipped,4,10,2004,Vintage Cars,44,1632,S24_2022,1632,France,Small
23,37.63,12,865.49,Shipped,4,10,2004,Vintage Cars,44,1633,S24_2022,1633,USA,Small
30,100,4,3500.1,Shipped,4,11,2004,Vintage Cars,44,1634,S24_2022,1634,USA,Medium
26,85.52,10,2223.52,Shipped,4,11,2004,Vintage Cars,44,1635,S24_2022,1635,UK,Small
43,53.76,1,2311.68,Shipped,4,11,2004,Vintage Cars,44,1636,S24_2022,1636,France,Small
26,31.86,7,828.36,Shipped,4,12,2004,Vintage Cars,44,1637,S24_2022,1637,France,Small
28,30.59,12,856.52,Resolved,1,1,2005,Vintage Cars,44,1638,S24_2022,1638,USA,Small
27,68.35,5,1845.45,Shipped,1,2,2005,Vintage Cars,44,1639,S24_2022,1639,Spain,Small
24,100,1,4042.08,Shipped,1,3,2005,Vintage Cars,44,1640,S24_2022,1640,Australia,Medium
40,45.7,2,1828,In Process,2,5,2005,Vintage Cars,44,1641,S24_2022,1641,USA,Small
36,100,1,3680.28,Shipped,1,1,2003,Trucks and Buses,127,1642,S24_2300,1642,Norway,Medium
21,100,5,2925.09,Shipped,2,4,2003,Trucks and Buses,127,1643,S24_2300,1643,France,Small
27,100,1,3415.77,Shipped,2,5,2003,Trucks and Buses,127,1644,S24_2300,1644,Spain,Medium
47,100,1,5105.14,Shipped,3,7,2003,Trucks and Buses,127,1645,S24_2300,1645,USA,Medium
42,100,8,5098.8,Shipped,3,9,2003,Trucks and Buses,127,1646,S24_2300,1646,Finland,Medium
32,100,17,4661.76,Shipped,4,10,2003,Trucks and Buses,127,1647,S24_2300,1647,Singapore,Medium
28,100,6,2969.96,Shipped,4,11,2003,Trucks and Buses,127,1648,S24_2300,1648,UK,Small
24,100,11,3496.32,Shipped,4,11,2003,Trucks and Buses,127,1649,S24_2300,1649,Spain,Medium
49,100,1,5760.93,Shipped,4,11,2003,Trucks and Buses,127,1650,S24_2300,1650,France,Medium
46,100,12,6819.04,Shipped,4,12,2003,Trucks and Buses,127,1651,S24_2300,1651,USA,Medium
28,100,1,3148.88,Shipped,1,2,2004,Trucks and Buses,127,1652,S24_2300,1652,Singapore,Medium
48,100,6,5704.32,Shipped,1,3,2004,Trucks and Buses,127,1653,S24_2300,1653,USA,Medium
29,100,10,3520.6,Shipped,2,5,2004,Trucks and Buses,127,1654,S24_2300,1654,Spain,Medium
47,100,9,5285.62,Shipped,2,6,2004,Trucks and Buses,127,1655,S24_2300,1655,Singapore,Medium
43,100,10,5605.05,Shipped,3,7,2004,Trucks and Buses,127,1656,S24_2300,1656,USA,Medium
25,100,6,2779.5,Shipped,3,8,2004,Trucks and Buses,127,1657,S24_2300,1657,USA,Small
48,100,1,5398.08,Shipped,3,9,2004,Trucks and Buses,127,1658,S24_2300,1658,Sweden,Medium
24,100,10,3189.6,Shipped,4,10,2004,Trucks and Buses,127,1659,S24_2300,1659,USA,Medium
42,100,4,5581.8,Shipped,4,10,2004,Trucks and Buses,127,1660,S24_2300,1660,Canada,Medium
31,100,2,3820.44,Shipped,4,11,2004,Trucks and Buses,127,1661,S24_2300,1661,USA,Medium
42,100,5,5528.04,On Hold,4,11,2004,Trucks and Buses,127,1662,S24_2300,1662,Sweden,Medium
37,100,1,5981.42,Shipped,4,11,2004,Trucks and Buses,127,1663,S24_2300,1663,Spain,Medium
41,100,7,5684.65,Shipped,4,12,2004,Trucks and Buses,127,1664,S24_2300,1664,Spain,Medium
20,100,5,3449.4,Shipped,1,1,2005,Trucks and Buses,127,1665,S24_2300,1665,USA,Medium
20,100,3,2654.4,Shipped,1,2,2005,Trucks and Buses,127,1666,S24_2300,1666,USA,Small
70,100,10,8498,Shipped,2,5,2005,Trucks and Buses,127,1667,S24_2300,1667,Spain,Large
49,100,9,5510.54,In Process,2,5,2005,Trucks and Buses,127,1668,S24_2300,1668,France,Medium
35,58.87,15,2060.45,Shipped,1,3,2003,Motorcycles,69,1669,S24_2360,1669,Philippines,Small
32,76.88,2,2460.16,Shipped,2,5,2003,Motorcycles,69,1670,S24_2360,1670,France,Small
29,61.64,16,1787.56,Shipped,3,7,2003,Motorcycles,69,1671,S24_2360,1671,USA,Small
27,60.95,3,1645.65,Shipped,3,8,2003,Motorcycles,69,1672,S24_2360,1672,USA,Small
27,80.34,11,2169.18,Shipped,4,10,2003,Motorcycles,69,1673,S24_2360,1673,USA,Small
38,74.11,11,2816.18,Shipped,4,11,2003,Motorcycles,69,1674,S24_2360,1674,Australia,Small
35,72.03,6,2521.05,Shipped,4,11,2003,Motorcycles,69,1675,S24_2360,1675,France,Small
42,76.19,3,3199.98,Shipped,4,11,2003,Motorcycles,69,1676,S24_2360,1676,Spain,Medium
21,63.72,11,1338.12,Shipped,1,1,2004,Motorcycles,69,1677,S24_2360,1677,France,Small
37,80.34,4,2972.58,Shipped,1,2,2004,Motorcycles,69,1678,S24_2360,1678,France,Small
